,code,title,name,verdict,confidence,guidance,source,flag_min_skills,is_seminar,flag_seminar_al,flag_seminar_sp,flag_verdict,flag_confidence,flag_missing_course_code,flag_missing_title,flag_missing_skill_name
104,CSCE 331,Foundations of Software Engineering,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
105,CSCE 350,Computer Architecture and Design,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
106,CSCE 350,Computer Architecture and Design,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
107,CSCE 350,Computer Architecture and Design,Systems Analysis,Transforming,high,AI helps document and model systems. Focus on understanding business context and validating system behavior.,O*NET skill: Systems Analysis (2.B.4.g) | AEI task presence: 4.99% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
108,CSCE 350,Computer Architecture and Design,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
109,CSCE 350,Computer Architecture and Design,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
110,CSCE 399,High-Impact Experience,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
111,CSCE 399,High-Impact Experience,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
112,CSCE 399,High-Impact Experience,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
113,CSCE 399,High-Impact Experience,Social Perceptiveness,Untouched,high,Reading people and situations is deeply human. This skill becomes more valuable as AI handles technical tasks.,O*NET skill: Social Perceptiveness (2.B.1.a) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
114,CSCE 399,High-Impact Experience,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
115,CSCE 410,Operating Systems,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
116,CSCE 410,Operating Systems,Judgment and Decision Making,Transforming,high,AI provides data and options. Your judgment in weighing trade-offs and making final decisions is the value you add.,O*NET skill: Judgment and Decision Making (2.B.4.e) | AEI task presence: 9.80% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
117,CSCE 410,Operating Systems,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
118,CSCE 410,Operating Systems,Systems Analysis,Transforming,high,AI helps document and model systems. Focus on understanding business context and validating system behavior.,O*NET skill: Systems Analysis (2.B.4.g) | AEI task presence: 4.99% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
119,CSCE 410,Operating Systems,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
120,CSCE 411,Design and Analysis of Algorithms,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
121,CSCE 411,Design and Analysis of Algorithms,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
122,CSCE 411,Design and Analysis of Algorithms,Writing,Transforming,high,"AI handles drafts and editing. Focus on voice, argument structure, and tailoring content for specific audiences.",O*NET skill: Writing (2.A.1.c) | AEI task presence: 22.81% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
123,CSCE 411,Design and Analysis of Algorithms,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
124,CSCE 411,Design and Analysis of Algorithms,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
125,CSCE 412,Cloud Computing,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
126,CSCE 412,Cloud Computing,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
127,CSCE 412,Cloud Computing,Judgment and Decision Making,Transforming,high,AI provides data and options. Your judgment in weighing trade-offs and making final decisions is the value you add.,O*NET skill: Judgment and Decision Making (2.B.4.e) | AEI task presence: 9.80% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
128,CSCE 412,Cloud Computing,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
129,CSCE 412,Cloud Computing,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
130,CSCE 413,Software Security,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
131,CSCE 413,Software Security,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
132,CSCE 413,Software Security,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
133,CSCE 413,Software Security,Monitoring,Transforming,medium,You will do this skill alongside AI. Learn the augmented version: use AI as a collaborative partner while deepening your own judgment.,O*NET skill: Monitoring (2.A.2.d) | AEI task presence: 3.48% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
134,CSCE 413,Software Security,Writing,Transforming,high,"AI handles drafts and editing. Focus on voice, argument structure, and tailoring content for specific audiences.",O*NET skill: Writing (2.A.1.c) | AEI task presence: 22.81% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
135,CSCE 416,Hardware Design Verification,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
136,CSCE 416,Hardware Design Verification,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
137,CSCE 416,Hardware Design Verification,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
138,CSCE 416,Hardware Design Verification,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
139,CSCE 416,Hardware Design Verification,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
140,CSCE 420,Artificial Intelligence,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
141,CSCE 420,Artificial Intelligence,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
142,CSCE 420,Artificial Intelligence,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
143,CSCE 420,Artificial Intelligence,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
144,CSCE 420,Artificial Intelligence,Writing,Transforming,high,"AI handles drafts and editing. Focus on voice, argument structure, and tailoring content for specific audiences.",O*NET skill: Writing (2.A.1.c) | AEI task presence: 22.81% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
145,CSCE 429,"Software Development, Globalization and Culture Abroad",Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
146,CSCE 429,"Software Development, Globalization and Culture Abroad",Social Perceptiveness,Untouched,high,Reading people and situations is deeply human. This skill becomes more valuable as AI handles technical tasks.,O*NET skill: Social Perceptiveness (2.B.1.a) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
147,CSCE 429,"Software Development, Globalization and Culture Abroad",Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
148,CSCE 429,"Software Development, Globalization and Culture Abroad",Service Orientation,Untouched,high,Understanding and serving others' needs requires empathy AI cannot genuinely offer.,O*NET skill: Service Orientation (2.B.1.f) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
149,CSCE 429,"Software Development, Globalization and Culture Abroad",Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
150,CSCE 430,Problem Solving Programming Strategies,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
151,CSCE 430,Problem Solving Programming Strategies,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
152,CSCE 430,Problem Solving Programming Strategies,Judgment and Decision Making,Transforming,high,AI provides data and options. Your judgment in weighing trade-offs and making final decisions is the value you add.,O*NET skill: Judgment and Decision Making (2.B.4.e) | AEI task presence: 9.80% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
153,CSCE 430,Problem Solving Programming Strategies,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
154,CSCE 430,Problem Solving Programming Strategies,Coordination,Untouched,high,Coordinating people and teams relies on context and relationships AI doesn't have.,O*NET skill: Coordination (2.B.1.b) | AEI task presence: 2.11% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
155,CSCE 431,Software Engineering,Programming,Transforming,high,"Practice writing and reviewing code with AI assistance, not just typing it yourself. The skill is now directing and validating AI-generated code.",O*NET skill: Programming (2.B.3.e) | AEI task presence: 33.13% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
156,CSCE 431,Software Engineering,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
157,CSCE 431,Software Engineering,Judgment and Decision Making,Transforming,high,AI provides data and options. Your judgment in weighing trade-offs and making final decisions is the value you add.,O*NET skill: Judgment and Decision Making (2.B.4.e) | AEI task presence: 9.80% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
158,CSCE 431,Software Engineering,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
159,CSCE 431,Software Engineering,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
160,CSCE 432,Accessible Computing,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
161,CSCE 432,Accessible Computing,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
162,CSCE 432,Accessible Computing,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
163,CSCE 432,Accessible Computing,Judgment and Decision Making,Transforming,high,AI provides data and options. Your judgment in weighing trade-offs and making final decisions is the value you add.,O*NET skill: Judgment and Decision Making (2.B.4.e) | AEI task presence: 9.80% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
164,CSCE 432,Accessible Computing,Monitoring,Transforming,medium,You will do this skill alongside AI. Learn the augmented version: use AI as a collaborative partner while deepening your own judgment.,O*NET skill: Monitoring (2.A.2.d) | AEI task presence: 3.48% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
165,CSCE 433,Formal Languages and Automata,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
166,CSCE 433,Formal Languages and Automata,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
167,CSCE 433,Formal Languages and Automata,Instructing,Untouched,high,Teaching and mentoring require adapting to a learner's needs in real time — a human strength.,O*NET skill: Instructing (2.B.1.e) | AEI task presence: 6.10% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
168,CSCE 433,Formal Languages and Automata,Learning Strategies,Transforming,medium,AI can personalize learning paths. Focus on metacognition and applying learned concepts in novel situations.,O*NET skill: Learning Strategies (2.A.2.c) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
169,CSCE 433,Formal Languages and Automata,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
170,CSCE 435,Parallel Computing,Operations Monitoring,Untouched,high,Real-time monitoring in physical environments requires embodied awareness.,O*NET skill: Operations Monitoring (2.B.3.g) | AEI task presence: 7.18% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
171,CSCE 435,Parallel Computing,Monitoring,Transforming,medium,You will do this skill alongside AI. Learn the augmented version: use AI as a collaborative partner while deepening your own judgment.,O*NET skill: Monitoring (2.A.2.d) | AEI task presence: 3.48% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
172,CSCE 435,Parallel Computing,Operation and Control,Untouched,high,Physical operation and control tasks require real-world awareness AI lacks.,O*NET skill: Operation and Control (2.B.3.h) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
173,CSCE 435,Parallel Computing,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
174,CSCE 435,Parallel Computing,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
175,CSCE 436,Computer-Human Interaction,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
176,CSCE 436,Computer-Human Interaction,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
177,CSCE 436,Computer-Human Interaction,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
178,CSCE 436,Computer-Human Interaction,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
179,CSCE 436,Computer-Human Interaction,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
180,CSCE 438,Distributed Systems,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
181,CSCE 438,Distributed Systems,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
182,CSCE 438,Distributed Systems,Monitoring,Transforming,medium,You will do this skill alongside AI. Learn the augmented version: use AI as a collaborative partner while deepening your own judgment.,O*NET skill: Monitoring (2.A.2.d) | AEI task presence: 3.48% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
183,CSCE 438,Distributed Systems,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
184,CSCE 438,Distributed Systems,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
185,CSCE 440,Quantum Algorithms,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
186,CSCE 440,Quantum Algorithms,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
187,CSCE 440,Quantum Algorithms,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
188,CSCE 440,Quantum Algorithms,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
189,CSCE 440,Quantum Algorithms,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
190,CSCE 441,Computer Graphics,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
191,CSCE 441,Computer Graphics,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
192,CSCE 441,Computer Graphics,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
193,CSCE 441,Computer Graphics,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
194,CSCE 441,Computer Graphics,Writing,Transforming,high,"AI handles drafts and editing. Focus on voice, argument structure, and tailoring content for specific audiences.",O*NET skill: Writing (2.A.1.c) | AEI task presence: 22.81% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
195,CSCE 442,Scientific Programming,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
196,CSCE 442,Scientific Programming,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
197,CSCE 442,Scientific Programming,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
198,CSCE 442,Scientific Programming,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
199,CSCE 442,Scientific Programming,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
200,CSCE 443,Game Development,Programming,Transforming,high,"Practice writing and reviewing code with AI assistance, not just typing it yourself. The skill is now directing and validating AI-generated code.",O*NET skill: Programming (2.B.3.e) | AEI task presence: 33.13% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
201,CSCE 443,Game Development,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
202,CSCE 443,Game Development,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
203,CSCE 443,Game Development,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
204,CSCE 443,Game Development,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
205,CSCE 444,Structures of Interactive Information,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
